"","WordVec_1","WordVec_2","WordVec_3","WordVec_4","WordVec_5","WordVec_6","WordVec_7","WordVec_8","WordVec_9","WordVec_10","WordVec_11","WordVec_12","WordVec_13","WordVec_14","WordVec_15"
"""""	""				spushatoitempcstr""",0.191222761524841,-0.0341408655513078,0.354477570159361,-0.208232099190354,-0.188381454208866,-0.247299598297104,-0.287931310944259,-0.147161707514897,0.623761506285518,-0.473723147297278,0.0330015497747809,-0.00956929591484368,0.419465933460742,0.388105731224641,0.465301886666566
"""""	""				start""",0.00277811172418296,0.385035892948508,0.531855126144364,0.123046217486262,0.0973138688132167,-0.418761400040239,0.322755419649184,-0.353217989904806,-0.0243054919410497,-0.275967997964472,0.518425453687087,0.0537525138352066,-0.156707211630419,0.63471183157526,-0.698383505921811
"""""	""				tempclear""",0.496024561813101,-0.363013678928837,-0.290985466679558,-0.15107784839347,0.685185631038621,-0.556199403479695,0.173363302368671,0.224686022149399,-0.249985815025866,-0.660881385905668,-0.258228269638494,-0.16966486745514,0.0874939707573503,0.178378593875095,0.334786666091532
"""""	""			DFSi""",-0.67490346590057,-0.893176314886659,0.355392611119896,0.114111789269373,-0.739630859345198,0.204220183426514,-0.266874867724255,0.375535607570782,-0.704947451595217,0.20488226111047,0.111641351133585,0.660963466390967,0.341233291663229,0.620475282426924,-0.48778183478862
"""""	""			bestend",0.456843793324519,-0.0445008106045685,0.368388372042596,-0.41375336734081,0.724281338459417,-0.213693524477537,-0.233166199200538,-0.255373589451856,0.212118961721459,-0.127241645259391,0.529586775469726,-0.159590879390459,0.137026414863753,-0.49906129418431,0.852226557550391
"""""	""			bestsum",0.0584594641443659,-0.107903434967978,-0.444250671714701,-0.220182238411052,0.360087820303795,-0.795150006801435,0.272485331113153,-0.298250596805885,-0.230721302520956,-0.236997146452453,0.0324936180014692,-0.909290407531836,0.316879526981605,-0.546036505535403,-0.353919027017434
"""""	""			cin",-0.146470392175294,-0.127004559553496,-0.409132329124098,-0.047485263935498,0.673171649205974,-0.489754560129437,-0.776571022744054,0.132972978400955,0.152746675660678,-0.0219415254818477,0.133945062639892,-0.0630866616945344,-0.530307146237377,-0.505859671359209,0.153762630521437
"""""	""			cinx""",-0.135761492419988,0.100865360815078,-0.0352196309249848,0.179869294632226,-0.0636223156470805,-0.422297965269536,-0.123001295840368,-0.0109605409670621,-0.494310953188688,-0.848790371557698,0.648612583987415,0.068682964425534,-0.568393425550312,-0.802740918472409,-0.216790370177478
"""""	""			coutendl""",-0.0521260660607368,0.562801109626889,-0.757516086334363,-0.0733884715009481,0.0935570946894586,-0.302325928350911,-0.383207528619096,-0.297578220954165,0.383900221204385,0.365465788869187,-0.899775547673926,0.0168618280440569,-0.193163992138579,-0.492170970421284,-0.123678050236776
"""""	""			coutgramilhs""",0.688247274374589,0.852082312107086,0.364994373871014,0.180470258928835,-0.595431060297415,-0.0422480097040534,0.364188440376893,-0.771676959935576,0.697877563070506,0.0352436034008861,0.0832679839804769,-0.324206113582477,-0.269566535949707,0.00514082331210375,-0.111111130565405
